,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
AAPL,Apple Inc.,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,0000320193,1977,1.21285,0.0,1.14175,0.0,0.88,2021-05-07 00:00:00.000,0.22,2021-05-13 00:00:00.000,0.7,0.0,39.744,118.6195,4.45645,42.50647,39.88126,145.09,0.0,78.2725,157.047,2093130.0,16676.68,26.37748,23.45101,30.70079,27.32064,30.25475,23.99607,28.14572,0.708175,6.43236,1.09269,23.21042,103.4003,33.53747,0.0,21.42876,0.0,16687631000.0,0.0,0.0,AAPL,63.74756,175.8435,90051773.0,90051770.0,2193703750.0
AMAT,Applied Materials Inc.,reports,Information Technology,Semiconductor Equipment,"Santa Clara, California",1995-03-16,0000006951,1967,1.45808,12.0139,3.10473,0.0,0.96,2021-05-26 00:00:00.000,0.24,2021-06-17 00:00:00.000,0.75,0.0,52.79079,75.40038,4.79786,47.52777,45.83144,146.0,51.29412,53.315,45.44318,118066.2,914.2709,23.82659,22.35336,28.28735,26.49417,9.8446,24.5256,26.81612,0.50797,5.95482,2.26421,19.31155,42.17538,24.40999,8.13638,28.45481,0.0,917660832.0,0.0,0.0,AMAT,31.24463,45.44318,13088980.0,13088980.0,226065800.0
APTV,Aptiv PLC,reports,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",2012-12-24,0001521332,1994,2.13226,29.34124,1.96896,0.0,0.0, ,0.22,2020-02-19 00:00:00.000,0.0,0.0,0.0,0.0,1.65136,18.07109,15.69646,160.14,11.75676,70.11,48.85477,37989.2,268.9207,8.50112,4.91957,10.66368,6.66522,4.70338,26.98096,85.05717,0.0,2.74033,1.58405,4.05434,7.29614,5.31878,0.0,0.0,0.0,270462749.0,0.0,0.0,APTV,32.71545,49.82048,1216703.0,1216700.0,33736280.0
ADM,Archer-Daniels-Midland Co,reports,Consumer Staples,Agricultural Products,"Chicago, Illinois",1981-07-29,0000007084,1902,0.89185,3.6403,1.58189,0.0,1.48,2021-05-18 00:00:00.000,0.37,2021-06-09 00:00:00.000,2.21,0.0,33.63758,79.42719,3.67498,8.19351,7.39623,68.68,0.0,34.81,40.4827,37421.87,555.9003,3.66803,3.05076,3.91679,2.61431,1.79655,12.21739,18.22595,0.541833,0.54808,0.89239,4.1713,10.39881,6.52497,5.08955,6.15031,0.0,558702110.0,0.0,0.0,ADM,34.84429,53.74022,2582186.0,2582190.0,57018810.0
ANET,Arista Networks,reports,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,0001596532,2004,1.16352,30.38334,5.0893,0.0,0.0, ,0.0, ,0.0,0.0,0.0,30.81001,8.52119,63.70524,63.72373,338.6,0.0,192.96,0.0,25348.76,55.87473,27.01861,27.47683,30.9023,30.71893,7.33838,35.03475,38.97695,0.0,10.29582,4.44769,15.02385,21.47538,17.69523,2.94226,5.2916,0.0,76321815.0,0.0,0.0,ANET,0.0,0.0,401663.0,401660.0,10563310.0
AJG,Arthur J. Gallagher & Co.,reports,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,0000354190,1927,0.70645,9.20053,1.09999,0.0,1.92,2021-06-03 00:00:00.000,0.48,2021-06-18 00:00:00.000,1.33,0.0,24.37373,7.06858,4.3343,39.81986,36.61613,154.03,9.25479,89.67,64.86756,29688.12,203.071,18.18476,12.27659,21.27483,15.33205,4.21713,20.76528,33.431,1.3716,4.06592,0.0,3.9619,14.53327,7.53018,27.08382,3.25824,0.0,195886980.0,0.0,0.0,AJG,39.98902,67.11533,1953524.0,1953520.0,21880100.0
AIZ,Assurant,reports,Financials,Multi-line Insurance,"New York, New York",2007-04-10,0001267238,1892,0.63564,8.3663,0.0,0.0,2.64,2021-05-28 00:00:00.000,0.66,2021-06-22 00:00:00.000,1.66,0.0,18.22426,3.84926,6.38956,0.0,0.0,163.24,41.16901,96.715,37.84995,9624.644,59.94928,6.10207,4.36583,9.10174,7.08119,1.6554,16.91799,24.87026,1.364679,0.96508,0.0,0.99142,7.45534,0.0,0.0,0.0,0.0,60566633.0,0.0,0.0,AIZ,27.44573,37.84995,323828.0,323830.0,8517710.0
T,AT&T Inc.,reports,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30 (1957-03-04),0000732717,1983 (1885),0.7455,2.59222,0.81916,0.0,2.08,2021-04-08 00:00:00.000,0.52,2021-05-03 00:00:00.000,6.93,0.0,0.0,64.20534,0.0,52.00847,52.6839,33.88,4.38741,26.35,97.10311,214271.4,7132.554,18.07506,0.0,17.43554,3.80523,1.29476,8.22539,0.0,0.0,1.23914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7140000000.0,0.0,0.0,T,49.60361,108.8895,85178994.0,85178990.0,1046318290.0
ATO,Atmos Energy,reports,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,0000731802,1906,0.39966,11.37372,1.85979,0.0,2.5,2021-05-21 00:00:00.000,0.625,2021-06-07 00:00:00.000,2.55,0.0,20.11904,18.70273,5.49117,44.64416,52.18678,107.02,14.63075,84.59,93.54909,12829.37,128.749,22.49716,21.78867,28.94487,28.75324,1.64033,11.1528,17.87961,0.888691,4.00735,1.80236,4.08822,9.86995,4.31649,44.24296,15.05087,0.0,130671944.0,0.0,0.0,ATO,48.33412,93.55135,860264.0,860260.0,18720690.0
ADSK,Autodesk Inc.,reports,Information Technology,Application Software,"San Rafael, California",1989-12-01,0000769397,1982,1.33587,0.0,0.82932,0.0,0.0, ,0.0, ,0.0,0.0,442.2617,549.1235,5.44024,91.28176,91.10648,321.13,10.5894,192.51,169.5702,61987.33,219.3323,87.69246,31.87526,17.74442,16.59719,64.06725,46.53704,51.77713,0.117074,16.35377,0.0,17.95365,292.4008,34.59314,9.11382,15.76215,0.0,220062949.0,0.0,0.0,ADSK,62.90391,169.5702,955666.0,955670.0,25857100.0
ADP,Automatic Data Processing,reports,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",1981-03-31,0000008670,1949,0.72025,5.35698,1.0479,0.0,3.72,2021-06-10 00:00:00.000,0.93,2021-07-01 00:00:00.000,1.9,0.0,0.0,0.0,5.74694,44.60751,42.09502,197.28,115.3152,127.31,35.14866,83095.22,425.0665,19.76353,16.83555,25.79961,21.4432,14.66175,27.93304,33.97982,0.0,5.67389,0.0,5.04259,44.16817,26.65067,10.99386,0.0,0.0,425518320.0,0.0,0.0,ADP,26.00741,35.14866,1598728.0,1598730.0,41115090.0
AZO,AutoZone Inc,reports,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",1997-01-02,0000866787,1979,0.94521,0.0,0.92983,0.0,0.0, ,0.0, ,0.0,0.0,20.48686,20.54135,78.92118,53.57199,53.31171,1542.3,11.33763,1074.45,0.0,32179.43,21.95007,11.88484,13.97822,16.55091,19.46708,0.0,14.15846,18.50276,0.903153,2.40318,0.23368,13.8525,0.0,25.92443,0.0,10.86428,0.0,22036780.0,0.0,0.0,AZO,136.1187,0.0,191066.0,191070.0,4735020.0
AVB,AvalonBay Communities,reports,Real Estate,Residential REITs,"Arlington, Virginia[3]",2007-01-10,0000915912,1978,0.94593,1.4156,0.0,0.0,6.36,2021-03-30 00:00:00.000,1.59,2021-04-15 00:00:00.000,3.17,0.0,2.39632,0.0,5.71565,61.99479,62.96588,202.0,2.69154,131.38,70.84463,27978.17,139.132,25.80747,35.6297,16.09497,18.85259,2.62253,18.47169,35.06338,14.632178,12.43062,0.0,4.11123,7.41445,4.30561,0.0,0.0,0.0,139604637.0,0.0,0.0,AVB,41.45948,70.84463,832366.0,832370.0,16680090.0
AVY,Avery Dennison Corp,reports,Materials,Paper Packaging,"Glendale, California",1987-12-31,0000008818,1990,1.01491,10.71709,1.2788,0.0,2.72,2021-06-01 00:00:00.000,0.68,2021-06-16 00:00:00.000,1.26,0.0,8.75063,56.48234,7.50872,29.1035,27.88022,226.19,17.57407,103.12,128.0675,17981.13,82.47814,10.27641,8.70983,13.04539,11.32086,11.3735,21.20417,28.84912,3.296805,2.46324,0.89662,10.14512,45.81715,16.06468,3.0338,3.49922,0.0,83007729.0,0.0,0.0,AVY,57.52947,135.4574,466733.0,466730.0,12292520.0
BKR,Baker Hughes Co,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017-07-07,0001701605,2017,1.71734,0.0,1.58526,0.0,0.72,2021-05-24 00:00:00.000,0.18,2021-06-04 00:00:00.000,2.82,0.0,99.80703,96.09994,0.0,17.94228,15.66145,26.57,0.31439,12.13,38.9551,26602.22,735.7442,0.0,0.0,5.95985,1.82434,1.53825,30.61245,0.0,0.0,1.326,1.16539,0.0,0.0,0.0,0.0,0.0,0.0,773843591.0,0.0,0.0,BKR,30.42645,44.08702,9534523.0,9534520.0,203915240.0
BLL,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",1984-10-31,0000009389,1880,0.43327,17.85995,0.85012,0.0,0.6,2021-05-28 00:00:00.000,0.15,2021-06-15 00:00:00.000,0.69,0.0,58.69089,766.0453,2.21058,20.224,20.79036,102.76,4.58209,63.55,198.7686,28485.93,326.2173,6.432,5.9071,9.6,9.46292,8.154,20.5972,39.25667,0.668872,2.35013,0.56942,4.14784,24.0771,5.63669,0.74146,5.63884,0.0,328254521.0,0.0,0.0,BLL,68.43975,220.7045,1578515.0,1578520.0,41447600.0
BAC,Bank of America Corp,reports,Financials,Diversified Banks,"Charlotte, North Carolina",1976-06-30,0000070858,1998 (1923 / 1874),1.56326,5.03425,0.0,0.0,0.72,2021-06-03 00:00:00.000,0.18,2021-06-25 00:00:00.000,1.7,0.0,0.0,116.111,2.33658,0.0,0.0,42.95,0.0,22.39,85.78467,363339.1,8559.428,35.27453,25.62922,40.16476,27.61095,1.45868,16.2466,18.14618,0.0,4.24551,0.0,0.78477,8.34412,0.0,0.0,0.0,0.0,8569317603.0,0.0,0.0,BAC,0.0,172.1836,39505217.0,39505220.0,1114533080.0
BK,The Bank of New York Mellon,reports,Financials,Asset Management & Custody Banks,"New York, New York",1995-03-31,0001390777,1784,1.07194,8.06513,0.0,0.0,1.24,2021-04-27 00:00:00.000,0.31,2021-05-11 00:00:00.000,2.4,0.0,0.0,0.0,3.74638,0.0,0.0,52.82,0.0,32.65,57.1651,45139.79,873.263,23.76945,23.02029,29.40576,28.1288,1.11696,8.83189,13.76262,0.0,2.88969,0.0,0.77073,8.5444,0.0,0.0,0.0,0.0,876951416.0,0.0,0.0,BK,0.0,90.86622,4553580.0,4553580.0,115779450.0
BAX,Baxter International Inc.,reports,Health Care,Health Care Equipment,"Deerfield, Illinois",1972-09-30,0000010456,1931,0.67849,1.27503,2.46501,0.0,1.12,2021-06-03 00:00:00.000,0.28,2021-07-01 00:00:00.000,1.35,0.0,35.53998,0.0,2.0712,39.54515,39.17238,91.58,16.96774,74.79,67.21486,41766.89,501.976,10.1833,9.11399,13.23829,12.1943,4.93994,21.77627,40.10236,1.128373,3.53447,1.83213,5.58885,13.22519,6.67928,0.0,2.52473,0.0,502851993.0,0.0,0.0,BAX,41.76156,72.03029,2519715.0,2519710.0,54024850.0
BDX,Becton Dickinson,reports,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,0000010795,1897,0.76976,19.23474,1.86012,0.0,3.32,2021-06-08 00:00:00.000,0.83,2021-06-30 00:00:00.000,1.36,0.0,81.03424,78.989,5.61914,45.77135,47.20322,284.97,6.98361,219.5,71.36873,71099.3,288.8878,6.09334,9.09814,8.43693,11.96649,2.86414,18.52509,43.50844,0.536914,3.76965,1.32161,3.16497,7.1658,3.63922,0.0,8.32185,0.0,290818504.0,0.0,0.0,BDX,41.64767,71.37275,1407471.0,1407470.0,28495640.0
BRK.B,Berkshire Hathaway,reports,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,0001067983,1839,0.89936,13.03332,0.0,0.0,0.0, ,0.0, ,0.0,0.0,1002.412,124.9174,65964.91,22.64741,22.07809,295.083,0.0,173.21,24.7871,657618.8,1.24725,18.32846,42.11072,13.2773,6.37829,1.47709,5.69495,6.55605,0.00654,2.64269,0.0,12.74166,25.37435,14.11665,0.33861,0.0,0.0,1326572128.0,0.0,0.0,BRK/B,20.06827,25.5657,4807579.0,1950.0,45870.0
BBY,Best Buy Co. Inc.,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,0000764478,1966,1.54886,5.70942,1.1919,0.0,2.8,2021-03-17 00:00:00.000,0.7,2021-04-08 00:00:00.000,2.44,0.0,18.21878,9.77881,6.82665,20.84194,22.4197,128.575,0.0,75.23,27.31633,28778.31,224.9648,4.81785,3.80432,6.09907,5.05903,6.43929,10.91328,16.83549,0.924073,0.60891,0.65849,10.37567,44.5822,22.36736,42.89209,8.30469,0.0,250398562.0,0.0,0.0,BBY,23.08853,30.01962,2213590.0,2213590.0,55894920.0
BIO,Bio-Rad Laboratories,reports,Health Care,Life Sciences Tools & Services,"Hercules, California",2020-06-22,0000012208,1952,0.83545,31.3025,3.56672,0.0,0.0, ,0.0, ,0.0,0.0,160.5488,42.54563,135.9313,55.12235,56.3201,689.0,0.0,425.43,0.10275,17711.55,21.33638,134.4826,151.7255,13.76755,16.4303,1.66851,4.18222,4.3753,0.027252,6.55794,2.57449,36.23535,48.48817,38.7709,0.0,15.94686,0.0,24772306.0,0.0,0.0,BIO,0.11899,0.11913,104354.0,104350.0,3343820.0
BIIB,Biogen Inc.,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",2003-11-13,0000875045,1978,0.42559,10.36678,2.12253,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,19.06257,82.25316,85.48987,363.92,1.81129,223.25,68.03093,42635.6,149.577,15.69414,24.36311,36.15071,29.38838,3.99247,11.9928,14.85581,0.0,3.38262,1.75238,12.28962,25.93041,14.55407,0.0,0.0,0.0,150554750.0,0.0,0.0,BIIB,40.53005,68.03093,923531.0,923530.0,23047310.0
BLK,BlackRock,reports,Financials,Asset Management & Custody Banks,"New York, New York",2011-04-04,0001364742,1988,1.17041,5.81449,0.0,0.0,16.52,2021-03-04 00:00:00.000,4.13,2021-03-23 00:00:00.000,1.92,0.0,27.95178,50.79839,34.50985,81.24147,82.23525,880.8,0.0,503.0,18.32109,131290.2,150.7247,28.94497,35.11514,35.1296,38.80897,3.71352,20.53334,24.94273,0.892349,7.77187,0.0,3.67444,15.57177,3.79584,0.0,13.35302,0.0,152526401.0,0.0,0.0,BLK,16.04544,20.44093,533217.0,533220.0,12619370.0
BA,Boeing Company,reports,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,0000012927,1916,1.62923,0.0,1.33432,0.0,0.0, ,2.055,2020-03-06 00:00:00.000,0.0,0.0,0.0,17.3392,0.0,9.25938,0.0,278.5671,0.80218,135.7766,0.0,137325.1,584.3145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41069,0.41469,0.0,0.0,0.0,0.0,0.0,0.0,584810068.0,0.0,0.0,BA,139.0104,0.0,13128510.0,13128510.0,359430720.0
BKNG,Booking Holdings Inc,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",2009-11-06,0001075531,1996,1.27963,0.0,2.1812,0.0,0.0, ,0.0, ,0.0,0.0,0.0,92.10856,16.90671,0.0,0.0,2516.0,0.0,1532.83,208.4383,94149.7,40.86266,0.0,12.30306,0.0,0.0,19.76183,81.94056,135.6491,0.0,16.66661,0.0,3.34803,16.17219,4.49649,0.0,0.0,0.0,41052813.0,0.0,0.0,BKNG,74.38572,290.4072,350697.0,350700.0,8892850.0
BWA,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",2011-12-19,0000908255,1880,1.56269,10.67313,1.67865,0.0,0.68,2021-05-28 00:00:00.000,0.17,2021-06-15 00:00:00.000,1.35,0.0,0.0,0.0,1.84997,20.40409,19.17612,54.21,1.59712,29.15,58.23779,12114.71,238.6498,2.34472,4.40521,10.05238,6.99454,1.90273,10.31039,27.30315,0.0,1.01847,1.33155,4.11416,7.86223,5.5155,2.11411,20.38255,0.0,239847758.0,0.0,0.0,BWA,36.09911,59.03879,1631532.0,1631530.0,46792950.0
BXP,Boston Properties,reports,Real Estate,Office REITs,"Boston, Massachusetts",2006-04-03,0001037540,1970,1.24212,0.70559,0.0,0.0,3.92,2021-03-30 00:00:00.000,0.98,2021-04-30 00:00:00.000,3.5,0.0,0.0,0.0,2.92591,63.15723,62.15778,113.15,2.2957,69.69,221.1984,17492.8,155.8175,17.95543,20.89214,31.946,31.61002,3.02872,14.08362,38.30603,0.0,6.41508,0.0,2.58697,7.84865,3.00885,7.30819,0.0,0.0,156074252.0,0.0,0.0,BXP,61.13625,221.1984,1230571.0,1230570.0,24465850.0
BSX,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",1995-02-24,0000885725,1979,0.88618,18.17955,1.79811,0.0,0.0, ,0.0, ,0.0,0.0,6.87644,2837.532,0.13926,67.07849,64.4473,44.63,8.1087,32.99,57.77721,59834.55,1417.43,12.39099,2.45975,13.44477,1.4225,3.8056,45.50156,302.384,43.973917,5.91075,1.38344,0.81622,1.36165,0.92834,1.5873,0.0,0.0,1420910855.0,0.0,0.0,BSX,36.6527,57.85991,6256979.0,6256980.0,168620110.0
BMY,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,"New York, New York",1957-03-04,0000014272,1989,0.60588,14.67075,1.5644,0.0,1.96,2021-03-31 00:00:00.000,0.49,2021-05-03 00:00:00.000,2.92,0.0,0.0,359.9703,0.0,77.39547,76.66433,67.92,0.0,54.07,118.3486,149712.2,2232.841,18.32385,0.0,15.81324,0.0,3.97789,32.75978,0.0,0.0,3.49713,1.4517,0.0,0.0,0.0,0.04518,38.07005,0.0,2233927937.0,0.0,0.0,BMY,55.12715,123.0741,9270097.0,9270100.0,245823950.0
AVGO,Broadcom Inc.,reports,Information Technology,Semiconductors,"San Jose, California",2014-05-08,0001730168,1961,0.95348,28.01226,2.13624,0.0,14.4,2021-03-19 00:00:00.000,3.6,2021-03-31 00:00:00.000,3.19,0.0,42.77395,318.1794,8.63444,59.60932,57.71116,495.14,3.37368,270.505,171.4178,184242.3,398.6471,20.70624,16.03808,27.60331,20.81021,7.67972,17.76343,52.26048,1.221783,7.46374,1.99402,5.01209,15.1507,5.51604,2.90707,8.90761,0.0,408302326.0,0.0,0.0,AVGO,63.63926,175.0219,2019082.0,2019080.0,50390030.0
BR,Broadridge Financial Solutions,reports,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",2018-06-18,0001383312,1962,0.87624,8.28876,1.37502,0.0,2.3,2021-06-14 00:00:00.000,0.575,2021-07-02 00:00:00.000,1.44,0.0,24.14984,0.0,4.40501,30.88934,28.72512,167.535,22.14407,116.02,109.3374,18495.34,115.3118,11.86502,10.7131,17.21111,14.42993,11.61479,26.03144,36.15656,1.497176,3.83403,0.0,10.23336,37.02271,13.17913,31.74709,10.17723,0.0,116125688.0,0.0,0.0,BR,52.23024,109.3374,474260.0,474260.0,10771480.0
BF.B,Brown-Forman Corp.,reports,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",1982-10-31,0000014693,1870,0.81366,0.76815,3.74904,0.0,0.718,2021-03-05 00:00:00.000,0.1795,2021-04-01 00:00:00.000,0.9,0.0,9.32727,0.0,1.89556,60.37322,61.01846,83.4,13.38095,60.8098,95.09724,37192.57,348.0372,24.03952,27.12924,30.84523,35.28886,15.47279,37.6443,42.08783,4.512342,11.07581,2.09866,15.1669,40.73329,17.68074,0.0,0.0,0.0,309585407.0,0.0,0.0,BF/B,51.86269,107.7391,725549.0,725550.0,19719730.0
CHRW,C. H. Robinson Worldwide,reports,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,0001043277,1905,0.71013,11.78516,1.48207,0.0,2.04,2021-06-03 00:00:00.000,0.51,2021-07-01 00:00:00.000,2.11,0.0,22.88021,122.1391,4.41833,14.62113,14.80117,106.75,19.83384,75.58,58.53359,12844.05,132.0124,3.60761,3.49635,4.64894,4.57491,6.88829,18.29136,21.85894,0.955364,0.74649,0.0,11.51907,34.82066,18.97935,5.59226,11.99391,0.0,132988670.0,0.0,0.0,CHRW,43.18071,75.99657,1052775.0,1052780.0,22180680.0
COG,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,0000858470,1989,0.11417,2.73201,1.30728,0.0,0.44,2021-05-12 00:00:00.000,0.11,2021-05-27 00:00:00.000,2.47,0.0,0.0,133.2616,0.68046,66.59024,58.59933,22.67,14.36269,15.755,41.02928,7113.666,391.1981,27.48738,17.72728,38.16525,24.97086,3.08489,10.81287,26.17347,0.0,4.61972,1.25692,6.01724,12.20164,6.52206,0.63532,0.0,0.0,399419748.0,0.0,0.0,COG,31.20805,45.36585,6480274.0,6480270.0,133489780.0
CDNS,Cadence Design Systems,reports,Information Technology,Application Software,"San Jose, California",2017-09-18,0000813672,1988,1.00387,14.33656,1.70347,0.0,0.0, ,0.0, ,0.0,0.0,0.0,50.48651,2.33581,88.59187,88.75379,149.08,48.295,81.95,13.64788,34354.6,274.4257,25.4296,23.34287,27.70778,25.35336,13.51249,42.81614,52.85533,0.0,12.26528,1.6068,16.83612,27.81982,21.93248,0.0,17.80955,0.0,278265000.0,0.0,0.0,CDNS,12.00892,13.64788,1556945.0,1556950.0,41957270.0
CZR,Caesars Entertainment,reports,Consumer Discretionary,Casinos & Gaming,"Reno, Nevada",2021-03-22,0001590895,1973,3.1808,33.08432,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,8.24597,0.0,49.26427,45.43201,106.85,0.3659,29.06,0.0,20913.69,198.787,0.0,0.0,10.94762,0.0,0.0,0.0,0.0,0.0,4.44979,0.0,0.0,0.0,0.0,13.49365,98.687,0.0,208698623.0,0.0,0.0,CZR,0.0,0.0,3161465.0,3161460.0,80157650.0
CPB,Campbell Soup,reports,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",1957-03-04,0000016732,1869,0.56003,13.758,0.90503,0.0,1.48,2021-04-07 00:00:00.000,0.37,2021-05-03 00:00:00.000,3.03,0.0,107.7307,42.80533,2.64867,34.26942,35.1478,54.08,7.12963,44.53,170.9788,14808.07,195.3717,10.75033,8.99052,17.59544,15.4155,5.06763,13.15104,18.45077,0.171268,1.65176,0.61407,6.6744,29.76366,8.57128,0.0,23.2133,0.0,303009350.0,0.0,0.0,CPB,67.30382,206.0575,2149091.0,2149090.0,47190660.0
COF,Capital One Financial,reports,Financials,Consumer Finance,"Tysons Corner, Virginia",1998-07-01,0000927628,1994,1.77268,7.9021,0.0,0.0,1.6,2021-05-14 00:00:00.000,0.4,2021-05-28 00:00:00.000,1.01,0.0,201.9733,326.7889,15.25998,0.0,0.0,162.33,0.0,57.3,61.46303,71809.38,442.2501,46.77351,26.01191,58.99058,32.76852,1.28954,6.81045,10.42269,0.051604,2.52966,0.0,1.79648,13.03422,0.0,0.0,0.0,0.0,451489343.0,0.0,0.0,COF,0.0,62.83912,3095901.0,3095900.0,62345540.0
CAH,Cardinal Health Inc.,reports,Health Care,Health Care Distributors,"Dublin, Ohio",1997-05-27,0000721371,1971,1.07878,0.0,1.19899,0.0,1.9632,2021-06-30 00:00:00.000,0.4908,2021-07-15 00:00:00.000,3.42,0.0,127.8688,0.0,3.91239,4.61362,4.4025,62.96,12.93333,44.65,375.1396,16637.08,289.6553,0.30554,0.73705,1.20433,0.36533,9.32175,8.37718,14.656,0.114617,0.10626,0.63314,2.71459,76.9128,6.59033,0.0,1.94289,0.0,290147927.0,0.0,0.0,CAH,78.95601,376.0335,2421972.0,2421970.0,44073970.0
KMX,Carmax Inc,reports,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",2010-06-28,0001170010,1993,1.66394,12.38689,2.42371,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,4.50899,12.41939,12.55465,138.77,0.0,77.79,337.7164,19036.47,162.6384,4.06535,3.94149,5.07816,5.09366,4.36212,19.24675,25.87719,0.0,1.00456,0.56497,3.50471,18.36651,3.79238,0.0,0.0,0.0,163151136.0,0.0,0.0,KMX,77.69359,348.3015,1172286.0,1172290.0,24336330.0
CCL,Carnival Corp.,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,0000815097,1972,2.33818,0.0,1.44553,0.0,0.0, ,0.5,2020-03-13 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6259,0.0,12.11,133.8616,30107.49,886.2855,0.0,0.0,0.0,0.0,1.55097,0.0,0.0,0.0,36.23043,1.40933,0.0,0.0,0.0,0.0,0.0,0.0,972936129.0,0.0,0.0,CCL,61.26036,158.1335,26802185.0,26802180.0,835816400.0
CARR,Carrier Global,reports,Industrials,Building Products,"Palm Beach Gardens, Florida",2020-04-03,0001783180,2020 (1915),0.0,0.0,1.62086,0.0,0.48,2021-04-30 00:00:00.000,0.12,2021-05-24 00:00:00.000,1.09,0.0,22.50794,289.3892,2.56267,29.77229,29.58888,45.65,10.83636,18.5,147.5882,38131.65,868.7155,8.3422,12.56911,12.15152,18.27886,5.8751,14.47671,17.12277,0.760744,2.08746,1.26002,9.79752,49.42304,12.53891,2.28559,0.51725,0.0,868998500.0,0.0,0.0,CARR,58.79865,149.9461,5959961.0,5959960.0,132652730.0
CTLT,Catalent,reports,Health Care,Pharmaceuticals,"Somerset, New Jersey",2020-09-21,0001596783,2007,1.46127,33.38484,2.43548,0.0,0.0, ,0.0, ,0.0,0.0,298.402,1532.361,2.95933,34.70996,33.19583,127.68,5.7071,67.97,77.34394,17344.18,169.3841,22.00703,14.81876,33.36182,19.41502,4.66524,22.25895,34.40644,0.115302,4.616,1.94821,7.02644,16.83811,8.07401,15.64559,30.81047,0.0,170341553.0,0.0,0.0,CTLT,44.18126,79.15132,1024794.0,1024790.0,23594790.0
CAT,Caterpillar Inc.,reports,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",1957-03-04,0000018230,1925,0.91345,2.0267,1.60211,0.0,4.12,2021-04-23 00:00:00.000,1.03,2021-05-20 00:00:00.000,1.74,0.0,0.0,40.03401,6.10887,32.66594,30.71395,245.78,16.15323,111.47,159.0298,129957.0,546.7333,12.8039,7.77442,15.26037,11.54186,7.84115,22.61302,38.83533,0.0,3.02226,1.14501,4.26885,21.81345,6.46346,5.80329,0.0,0.0,547787152.0,0.0,0.0,CAT,69.67535,230.3747,2825139.0,2825140.0,68700330.0
